	icao_code	shortnames
4253	LXF	Lynx Air
4254	JRN	Jet Rent
4255	INI	Martini Airfreight Services Ltd
4256	SNO	Delta Air Charter
4257	CJE	
4258	EFC	
4259	AGV	Air Glaciers SA
4260	REP	Rep Trans Avia Ltd
4261	PFS	Prairie Flying Service
4262	LCL	Mala Services Ltd
4263	AUV	Atruvera
4264	AVT	Ats Aircharter
4265	AFQ	Alba Servicio Aerotrasporti
4266	PTS	Points Of Call
4267	LTL	Latvian
4268	FCP	Flight Corporation
4269	FCI	Air Carriers
4270	OPE	Societe 3 S Aviation
4271	EXG	Air Exchange
4272	KWN	Kwena Air, South African Charter
4273	GUA	Aerotaxis de Aguascalientes de C.V.
4274	SGK	Skyward Aviation Ltd
4275	OTO	Aerovento S.A.
4276	SDK	Sociedad Aerea Del Caqueta Ltda
4277	RBD	Trans World Express
4278	AZQ	Silk Way
4279	LSO	Aerolineas Del Sol de C.V.
4280	GLI	Gallic Aviation
4281	HYA	Hyack Air Ltd.
4282	LMR	Lemanair
4283	POM	Aurelio Y Gustavo Pompa Estrella
4284	SUD	Sudan Airways
4285	XRA	Intensive Air
4286	PNZ	Penzensky United Air Detachment
4287	NMB	Air Namibia
4288	IKR	Ikaros DK
4289	ADL	Aero Dynamics Ltd.
4290	AYM	Airman, S.l.
4291	TEJ	Transportes Aeros Ejecutivos de C.V.
4292	MTA	Mitchell Aero
4293	ARM	Aeromarket Express
4294	KOS	Kosovaair
4295	GHS	Gatari Hutama Air Services, Pt.
4296	TEP	Transeuropean Airlines
4297	AST	Aerolineas Del Oeste de C.V.
4298	GMT	Grupoaereo Monterrey de C.V.
4299	GLO	
4300	GSW	Germania Flug
4301	TRK	Turkish Airlines General Aviation
4302	CIL	Cecil Aviation Ltd.
4303	SAH	Sayakhat
4304	CCV	Air-Alpes SA
4305	BGL	Amurtransair, Joint-Stock Company
4306	NTX	Northern Jet Management
4307	SYJ	Slate Falls Airways
4308	CAO	
4309	CWX	Crow Executive Air
4310	HHI	Hamburg International Luftverkehrsgesellschaft Mbh Ig, Hamburg
4311	BOB	Jet Club
4312	OJT	
4313	KST	PTL Luftfahrunternehmen
4314	HTE	Midwest Helicopters de Mexico de C.V.
4315	REX	Ram Air Freight
4316	EEI	Elisystem
4317	SGR	Sky Greece
4318	MJI	
4319	CGB	Air Cargo Belize Limited
4320	TAU	Asociados Latinoamericanos de Transporte Aereo
4321	PHJ	Peach Jet
4322	AII	Air Integra
4323	NAH	Nahanni Air Services
4324	GMN	Garmin
4325	HPA	Pearl Airways
4326	ESA	Seagreen Air Transport
4327	BGM	Bugulma Air Enterprise
4328	TWY	
4329	ARG	Aerolineas Argentinas
4330	TAN	Tasman Air Services
4331	NWS	
4332	KOR	Air Koryo
4333	VRC	Taxi Aereo de Veracruz
4334	LGT	
4335	AKU	Acsunkar
4336	MRN	Missions Gouvernementales Francaises
4337	CGT	CNG-Transavia, Joint-Stock Company
4338	LTB	Baltic Express Line
4339	CMS	Commercial Aviation
4340	IOM	Island Aviation And Travel Ltd
4341	PAW	Polonia Airways
4342	STY	Altius Aviation
4343	JOB	Aerojobeni de C.V.
4344	VLC	
4345	RVV	Reeve Aleutian
4346	GBQ	Gambia Bird
4347	MAY	Maya Airways
4348	ALQ	Altair Aviation
4349	WAI	Wings Air
4350	NRT	Norestair, S.l.
4351	GCS	Gcs Air Service
4352	AMN	Air Montenegro
4353	BGT	
4354	RMP	Servicios de Rampa Y Mostrador de C.V.
4355	MNS	Ministic Air
4356	CYM	Cymru Wales
4357	TCG	Thai Air Cargo
4358	CFZ	Zhongfei General Aviation Co.
4359	BIE	
4360	LIC	Lineas Aereas Del Caribe
4361	JRG	Freight On Wings CC
4362	AKK	Aklak Air
4363	MAJ	Majestic
4364	ORK	Orca Air
4365	TWE	Transwede Airways
4366	OJY	Florida Air
4367	WLC	Welcome Air
4368	BWJ	
4369	SED	Sedona Air Center
4370	MET	Meteorological Research Flight
4371	ALW	Alas Nacionales
4372	AFH	Air Fecteau Ltee.
4373	KFE	
4374	KJC	Krasnojarsky Airlines
4375	SQC	Singapore Airlines Cargo
4376	RDK	Irish Air Transport Ltd
4377	GSB	Gading Sari
4378	RFE	Aero Fe
4379	LRB	L R  Ltd
4380	MXJ	MAXjet
4381	SEG	Skyline
4382	EVL	
4383	SGH	Servisair
4384	KAZ	Kazan Airenterprise
4385	EXT	Night Express
4386	EFT	Execuflight
4387	JEA	OLT Express Regional
4388	SBF	Seven Bar Flying Service
4389	OGE	AtlasJet
4390	BKN	Parks College of Aviation
4391	ONT	Air Ontario
4392	DIL	Dialogaero
4393	IVY	
4394	VEQ	Vuelos Ejecutivos de Queretaro de C.V.
4395	FLK	Falcks Redningskorps Beldringe A/s
4396	AMY	Air Mandalay
4397	SDE	Air Partners
4398	NGR	Nigerian Air Force
4399	AUN	Aviones Unidos de C.V.
4400	CDB	Air Cordoba
4401	ADY	Aerodyne
4402	WOL	Wings Aviation Limited
4403	HMT	Air Nova
4404	HCC	Helbey Air Cargo
4405	SQA	Slovak National Aeroclub
4406	INX	Inter Express Hava Tasimacilik
4407	ODY	Odyssey International
4408	RFF	Russian Federation Air Force
4409	EJM	Executive Jet Management
4410	LTG	Latam Cargo
4411	KSE	Kisbee Air Ltd
4412	SVN	Savanair
4413	AET	Aero-Palma
4414	EKA	Equaflight Service
4415	TUA	Turkmenhovayollary
4416	PIK	Polizeihubschrauberstaffel Sachsen, Anhalt
4417	CAI	Corendon Airlines
4418	JMR	Alexandair
4419	BMP	
4420	MRP	Abas
4421	AFL	Aeroflot
4422	DVR	Divi Divi Air
4423	WRC	
4424	NMA	Nesm
4425	AWH	Air Inter Niger
4426	RSI	Air Sunshine Inc
4427	BLJ	Bluelink Jets
4428	LXP	
4429	SER	Aerocalifornia
4430	AUD	Air Unlimited
4431	PEC	Pacific East Asia Cargo Airlines
4432	RLB	Highland
4433	KLO	Flight Ops International Inc
4434	SYX	Astral Aviation
4435	PAD	Professional Express Courier Service,inc.
4436	TPB	Aero Tropical
4437	SXD	SunExpress Deutschland
4438	RIA	Rich International Airways
4439	PJS	Jet Aviation, Business Jets Ag
4440	VTE	Contour Aviation
4441	BFF	
4442	AJO	Aero Ejecutivo de C.V.
4443	NTT	Inter Tropic
4444	DLX	
4445	BSR	
4446	ERO	Sundor International Air Services
4447	TMQ	Thames Air Services & Charter Ltd.
4448	OAL	Olympic Air
4449	JTS	Arrendamiento de Aviones Jets
4450	GAJ	Wheels Up - Gama Aviation
4451	MCD	Air Medical Ltd
4452	TFF	Talon Air
4453	RSZ	Air Service State Company
4454	OXO	Millon Air
4455	TII	Aircompany Ati
4456	ZTZ	Aerodrome Control Tower
4457	VKG	Thomas Cook
4458	CKK	China Cargo
4459	RLC	Avial
4460	VLA	Volga
4461	TSA	Transair France
4462	ETT	Ett Aviation Services
4463	RRL	Rolls Royce
4464	BOE	Boeing
4465	OAF	Austrian Air Ambulance
4466	LEX	L'express
4467	MEI	Merlin Express
4468	SWJ	Stateswest
4469	FWK	
4470	ADB	Antonov Design Bureau
4471	ACE	Race Cargo
4472	MCC	Aerocom, Moldova
4473	TMX	Transportacion Aerea Mexicana
4474	JCA	Jetcom SA
4475	CTR	Aerolineas Centauro de C.V.
4476	ATG	Aerotranscargo
4477	HKI	Wachovia Flight Operations D/B/A Hawkaire
4478	NLT	Newfoundland Labrador Air Transport
4479	GAB	Gendall Air Ltd.
4480	AGC	Arab Agricultural Aviation Company
4481	CTF	Cutter Aviation
4482	TPX	Transportes Aereos de Xalapa de C.V.
4483	WAC	World Air Network Co.
4484	CTN	Croatia Airlines
4485	CFF	Aerofan
4486	XER	Xerox
4487	HEX	Honiara Cargo Express
4488	HUD	Horizons
4489	TSR	Trans Service Airlift
4490	NEZ	New England Air Express
4491	CFE	Cityflyer Express
4492	TBC	Transportes ABC de C.V.
4493	SPG	Springdale Air Service
4494	ASL	
4495	SWE	Swedeways AB
4496	BLX	TUIfly Nordic
4497	HOP	HOP!
4498	CNO	Aerolineas Comerciales Del Norte de C.V.
4499	PWA	Priester Aviation
4500	REG	Regional Air
4501	PEX	Pelican Express
4502	NEN	North-East Airlines
4503	OKA	
4504	WKH	Kharkov Aircraft Manufacturing Company
4505	AAE	Arizona Air
4506	HSS	Compania Transportes Aereos Del Sur
4507	FLC	Finfo Flight Inspection Aircraft
4508	SGF	Swiss Government Flights
4509	HTS	Helitrans Air Service
4510	EMS	Preferred Flights
4511	PNC	Pan-Air de C.V.
4512	EGP	Thai Aerospace Services Co. Ltd.
4513	LMT	Almaty Aviation
4514	WWW	
4515	VCM	Volare Air Charter Company
4516	EFG	Elifriulia
4517	WCY	Viking Express
4518	VSB	Vickers
4519	IAM	
4520	FII	Flight Inspection International GMBH, Braunschweig
4521	ATB	Atlantair Ltd.
4522	TOA	Tropical Airlines
4523	AVK	Air Alvik AB
4524	DLR	Dala Air Services Ltd
4525	MKN	Mekong Airlines
4526	RJE	
4527	BHE	Baltic Helicopters
4528	LKE	
4529	SZA	Aerolineas de El Salvador
4530	ECT	East Coast Airways
4531	ATW	Aero Trades (Western) Ltd.
4532	CPW	Chippewa Air Commuter
4533	CHM	Aero Chombo
4534	ROU	
4535	SSN	Bop Air
4536	IRP	Payam
4537	OWN	Owens Group Ltd
4538	ECA	Excellent Air
4539	LBQ	Quest Diagnostics
4540	MNX	Manx
4541	RVC	Richards Aviation
4542	ATL	Air Atlantic
4543	VRE	
4544	TSS	Tri-State Aero
4545	BBE	Eastwind
4546	KSA	Sud Aerocargo
4547	EAR	Transporte Ejecutivo Aereo de C.V.
4548	GYP	Eagle Aviation
4549	CHY	China Air Cargo
4550	LOY	Loyd's Aviation Group Ltd
4551	CWA	CanWestAir
4552	EPB	Eastern Pacific Aviation
4553	SQF	Slovak Air Force
4554	TXV	Puerto Vallarta Taxi Aereo de C.V.
4555	ORD	Cap. P.a. Hernando R. Ordonez Gutierrez
4556	PNH	Panh, Joint-Stock Company
4557	CGO	Chicago Air
4558	LAL	Labrador Airways
4559	FFB	Africair Service
4560	SYR	Syrian Arab Airlines
4561	XXI	AEROTEL/Aeronautical Telecommunications
4562	AEP	Aerotec
4563	LCT	TAR Aerolineas
4564	SWG	Sunwing
4565	MYX	SmartLynx Airlines
4566	KZH	Zhezkazgan-Air
4567	NPP	Mir Scientific Industrial Enterprise, Joint-Stock Company
4568	MSK	Maersk Air Ltd
4569	WCP	Primaris
4570	VRO	Aerovitro de C.V.
4571	QUI	Aero Quimmco
4572	SAJ	Golden Eagle Air Services (FAA)
4573	SNA	Senator Aviation Charter
4574	INL	Morgan Intertrades
4575	KHX	Knighthawk Express
4576	HIK	Hikurangi Airlines
4577	PAB	Pacific Air Boats Ltd.
4578	TGL	Trans-Atlantic Airlines
4579	FOB	Ford
4580	NCM	Nas Air
4581	XLA	Excel
4582	MAE	Maersk Commuter I/s
4583	HXL	ATR Leasing/Holland Exel
4584	NOL	National Overseas Airlines
4585	LNR	Sky Liners
4586	TCA	Tropican Air Services
4587	LOG	Loganair
4588	SCN	South American Airlines
4589	TCB	Transporte Del Caribe
4590	FUJ	Fujairah Aviation Centre
4591	TKK	
4592	AJX	
4593	ABO	Aeroexpreso Bogota
4594	SSV	Skyservice
4595	SMI	Aero Sami de C.V.
4596	SVP	Saratov Aviation Plant
4597	FAD	flyadeal
4598	EVN	Euraviation
4599	SYZ	Southend Cargo
4600	FFD	
4601	GWL	Great Wall
4602	PHS	Polizeihubschrauberstaffel Sachsen, Dresden
4603	XAX	
4604	HNR	Haiti National
4605	SWK	General Aerospace
4606	XAM	Amr Services Corp
4607	MDI	Md Airlines
4608	TWB	
4609	DNM	Denim Air
4610	BEE	Flybe
4611	SCJ	Scanjet Sweden AB
4612	AXE	AirExplore
4613	VOG	Airvolga
4614	AOL	Angkor Airlines
4615	LIK	Ghiatsint-Rahat
4616	UCC	Uganda Air Cargo
4617	KDS	K2 Del Aire de C.V.
4618	MEV	
4619	MFZ	Mofaz Air
4620	TLF	Transport Africa Limited
4621	EXB	Brazilian Army Aviation
4622	MNT	Montserrat Airways
4623	RAF	Farnas Aviation Services
4624	TCS	Transportes de Carga Aerea Especializada Y Servicios Aeronauticos
4625	KMX	Kiampex
4626	AOP	Aeropiloto - Sociedade Exploradora de Servicos Aereos, Lda.
4627	TTB	Aerolineas Turisticas Del Caribe de C.V.
4628	WIT	Wittering Ftu
4629	GAC	GlobeAir
4630	CRT	Caribintair
4631	MOA	Air Moravia Czech Charter Airline Ltd
4632	BLC	TAM - Transportes Aereos Meridionais S/a
4633	HJL	Hamlin Jet
4634	NCH	Chanchangi Airlines
4635	KYE	
4636	MXA	Mexicana
4637	ANK	Air Nippon
4638	HEL	Helicol. Helicopteros Nacionales de Colombia
4639	EWG	Eurowings
4640	VLU	Valuair
4641	ESI	Esi Eliservizi Italiani
4642	BBN	Scampton Bae
4643	CEX	Capitol Air Express
4644	HUV	Hunair Hungarian Airlines
4645	KMF	Kam Air
4646	RDL	Roadair Lines
4647	ROG	Sergio Gonzales Rogel, C.c., Ing. Fernado G. Rogel
4648	VBW	Air Burkina
4649	NUK	Strait Air
4650	SOY	Soriano, A. Aviation
4651	OLV	AIRSTAR
4652	IWD	Iberworld
4653	DJE	Durango Jet de C.V.
4654	VPA	Vipair
4655	RWD	RwandAir
4656	MCL	Medical Aviation Services Ltd
4657	MRS	Airline Of The Marshall Islands
4658	AZX	Air Bristol Ltd
4659	WBA	Nordic Regional Airlines
4660	SJA	Servicios Aereos Especiales de Jalisco de C.V.
4661	UDD	Air Lines Donbass
4662	TLC	Caribbean Express
4663	WMA	Watermakers Air
4664	APO	Aeropro
4665	SYP	Skyplan East Africa
4666	TBJ	Tag
4667	LGL	Luxair
4668	IAL	International Aeradio Plc.
4669	CES	China Eastern
4670	NAL	Northway Aviation Ltd
4671	OTX	Aerotex
4672	PFY	Pel-Air
4673	KOT	North
4674	CXP	Xtra
4675	EMM	Emma-Nik Aviation Services
4676	JPR	Aerosmith
4677	ELT	Elliott Aviation
4678	SUC	Suramericana de Aviacion, C.a.
4679	CRX	Cross Air AG
4680	GAX	Grand Aire Express
4681	IRJ	Bonyad
4682	ANU	Avionair
4683	NZE	Zenith Airlines
4684	KZR	Air Astana
4685	PJT	Projet International Express
4686	LCD	Lineas Aereas Azteca
4687	TTC	Transteco
4688	RKW	Rockwell Collins Avionics
4689	AWA	The Atlantic Airline
4690	KIW	Royal New Zealand Air Force
4691	RVL	Airvallee
4692	KMO	Ocean Airlines
4693	WIN	Winlink
4694	WIG	Wiggins
4695	RSS	Rossair
4696	FHY	Freebird Airlines
4697	GBX	Gb Airlink
4698	UEA	
4699	NEA	New England Airlines
4700	NUS	Northern Illinois Flight Center
4701	SAE	Tamara
4702	THC	Tar Heel Aviation
4703	CAJ	Air Craibes Atlantique
4704	UTD	United Air
4705	DOP	
4706	AFM	Affretair
4707	UKS	Ukraine Cargo Airways
4708	GNR	Gambia International  Ltd
4709	VLF	Valdresfly A.s.
4710	MPH	Martinair Holland N.V.
4711	CRI	Consorcio Aereo de C.V.
4712	TLX	Telesis Transair
4713	EDR	Fly Always
4714	DLO	Nauta
4715	EUL	Euro-asia Aviation Co., Ltd
4716	RAP	Air Center Helicopters, Inc
4717	RCN	Race Cargo
4718	SHN	Shaheen Airport Services
4719	ROB	African Inter. Airways
4720	EHA	East Hampton Aire
4721	MIN	Business European Airways
4722	FGN	Gendarmerie Nationale
4723	FDB	
4724	FSN	Fasons Air Services
4725	CJZ	Caliber Jet Charter
4726	DSH	Dash Air Charter
4727	WEN	
4728	AOF	Atair Pty Ltd
4729	BMA	British Midland Airways
4730	ASI	Aerosun International
4731	NRN	Royal Netherlands Navy (Koninlijke Marine)
4732	ARN	
4733	TXL	Aereo Taxi de Leon de C.V.
4734	APF	AMAPOLA FLYG AB
4735	BVV	Spark+
4736	CLB	Caa Calibration Flight
4737	OCE	Helicocean
4738	PNW	Palestinian Airlines
4739	ICA	Icaro
4740	SCT	Saab-Scania AB
4741	LST	Long-Star Ltd
4742	MOD	Modiluft
4743	AXT	Aerotaxis Axa S.l.
4744	GMD	Guruge
4745	LOV	London Flight Centre
4746	AND	National Jet Service
4747	TLU	Aero Toluca Internacional de C.V.
4748	OLX	Olimex
4749	PJJ	Airspeed Aviation
4750	CYD	Accessair
4751	FVG	VG Airlines
4752	AQA	Aeroatlas
4753	EAX	Eastern Air Executive Ltd.
4754	ECS	Executive Aircraft Charter And Charter Services Ltd
4755	PWC	Pratt And Whitney Canada
4756	VEI	Virgin Express
4757	LSR	Alsair, Societe
4758	SPJ	Air Service
4759	GOI	Gofir S.A.
4760	BGS	Bundesgrenzschutz
4761	CIB	Condor Berlin GMBH, Berlin-Schonefeld
4762	DFA	Aero Coach Aviation International
4763	CNW	China Northwest Airlines
4764	CER	Creston Aviation
4765	NGG	Air Trans NG Group
4766	BDI	Air Training Center West
4767	CWU	Wuhan Airlines
4768	MRF	Mauritanienne Air Fret
4769	VTU	Turpial Airlines
4770	ODI	Jonsson, H. Air Taxi
4771	XXD	
4772	KDC	KD Air
4773	RSR	Aeroservice
4774	HDA	Cathay Dragon
4775	SQH	SeaPort
4776	MBN	Zambian
4777	AEA	Air Europa
4778	HEB	Heli Bernina
4779	PNR	Panair
4780	THY	Turkish Airlines
4781	WLT	Aviation Partners
4782	VBR	Air Club Transportes Aereos Ltda - Viabrasil
4783	PAT	Department Of The Army, Priority Air Transport
4784	NBK	Albarka Air
4785	MYO	Dominguez Toledo
4786	WYG	Wyoming Airlines
4787	IRV	Safat
4788	NRS	Norwegian Air
4789	CBR	Ccat
4790	AXS	Altus Airlines
4791	GNY	German Navy
4792	EGC	
4793	VEJ	Aero Ejecutivos, C.a.
4794	ALT	SBS Air Craft
4795	FPL	Flight Precision Limited
4796	AFV	Air Afrique Vacances
4797	SKL	Skyline Aviation Ltd
4798	RCR	Aircroatia
4799	PEA	
4800	GLR	Central Mountain
4801	CTG	Canadian Coast Guard
4802	ORO	CN Air
4803	VRR	
4804	CVK	CAVOK AIR
4805	ARB	Avia Air
4806	CGR	Compagnia Generale Ripreseaeree Spa
4807	GBM	GBM Aereo de C.V.
4808	BUK	Buckley Air
4809	VRA	Viraj-Avia
4810	MNU	
4811	CYS	Cypress Airlines
4812	RXP	Royal Aviation Express
4813	BCH	Phillips Air
4814	VAU	
4815	FRI	Fair
4816	MFD	Monarch Air
4817	MYB	Aerolineas Del Mayab de C.V.
4818	AAM	Aviation Management Corporation
4819	TWF	
4820	LIA	Leeward Islands Air Transport
4821	CAG	China National Aviation Corp.
4822	VET	
4823	KKK	AtlasGlobal
4824	SSE	Servicios Aereos Sunset
4825	IML	Island Air Limited
4826	NAV	Nav Flight Planning
4827	TRM	Transport Aerien de Mauritanie
4828	PHX	Phoenix 2000 Airtaxi Ltd
4829	DCE	Dutch Caribbean Airlines
4830	BGH	
4831	MDC	Atlantic Aero D/B/A Atlantic Aero And Mid Atlantic Freight
4832	CDS	Central Districts Airlines
4833	HSM	Helicopter Service Mitte, Egelsbach
4834	PTY	Petty Transport, LLC
4835	XSN	
4836	GIA	Garuda Indonesia
4837	ECC	Eclair Aviation
4838	ACT	Flight Line
4839	MSS	Morris Air Service
4840	PAZ	PM Air
4841	RQX	Air Engiadina
4842	EWA	East-West Airlins
4843	TIS	Tesis
4844	CWY	Eac Flight Training Limited
4845	UFL	Unifly
4846	CGE	Nelson Aviation College
4847	EKP	
4848	CJT	Cargojet
4849	VAC	Vacationair
4850	CHA	Central Flying Service
4851	EAQ	
4852	FBF	Fine Airlines
4853	HRM	Hermes Airlines
4854	VHM	Vhm Schul- Und Charterflug
4855	GRC	
4856	SXC	Sky Exec Aviation Services
4857	ETP	Empire Test Pilots School
4858	LJY	L. J. Aviation
4859	HSE	Compania Helicopteros Del Sureste
4860	TDY	Air Today
4861	GIC	Compagnie de Bauxites de Guinee
4862	MUG	Muk Air
4863	TNC	National Aviation Consultants Ltd.
4864	ETA	Estrellas Del Aire de C.V.
4865	MAW	Mustique
4866	RAL	Roswell
4867	TGO	Canada - Transport Canada
4868	RIK	Eurojet
4869	RCM	Aircam Aviation Ltd
4870	MDE	Mauritanienne de Transport Aerien
4871	GOT	Waltair
4872	SWD	TriFLY
4873	CHW	Charter Air Ges.m.b.h. & Co. KG
4874	BUT	Burjat Airlines
4875	IKA	Air Company Itek-Air
4876	FOA	Filipinas Orient
4877	JNL	
4878	ABB	Air Belgium
4879	RDS	Rhoades Aviation
4880	BRD	Brock Air Services Ltd.
4881	FSL	Flight Safety Limited
4882	GDA	Gold Air International
4883	HMZ	Nigerian International Air Services Limited
4884	SVY	Cooper Aerial Surveys
4885	DCS	Daimler Chrysler Aviation GMBH, Stuttgart
4886	ESP	Espeair
4887	KAJ	Karthago
4888	MNM	Aldi
4889	IRL	Irish Air Corps
4890	ASO	Aero Slovakia
4891	ABM	Aero Albatros
4892	MFS	Miller Flying Services
4893	AOI	Astoria
4894	ADS	Aviones de Sonora
4895	GIT	Societe Des Transports Aeriens de Guinee Sarl
4896	CMN	Eckles Aircraft Co.
4897	DOI	United States Department Of The Interior
4898	ZAK	Zambia Skyways
4899	CBG	GX Airlines
4900	AEI	Aeroexpreso Interamericano
4901	PKW	Pak West
4902	RIX	Rectrix
4903	EPC	Espace Aviation Services
4904	LCC	The Lancair Co
4905	SHZ	
4906	DGT	Digital Equipment Corporation
4907	JNY	Journey Aviation
4908	DSA	Danbury Airways
4909	SYD	Air Yendis Limited
4910	ETX	European Air Taxi
4911	APC	Airpac
4912	PSU	Aeropeninsular de C.V.
4913	MPE	Canadian North Airlines
4914	AMF	Ameriflight
4915	JNA	Jin Air
4916	CHU	Church Aircraft Ltd
4917	BST	Societa' Besit Srl
4918	BRK	Briansk State Air Enterprise
4919	FRM	Federal Armored Service
4920	MSR	Egypt Air
4921	PDQ	PDQ Air Charter
4922	ISI	Sky Line
4923	ROL	Aeroel
4924	VZA	Air Venezuela
4925	KRA	Krial-Air
4926	UAT	Universal Air Transport
4927	VNR	Avantair
4928	FNX	Fenix
4929	RLT	Real Tonga
4930	FIF	Frifly S.p.a.
4931	CHZ	Cherlines
4932	ACA	Air Canada
4933	AVV	Airvantage
4934	DEA	Delta Aerotaxi
4935	XME	
4936	VPR	Prime Airlines Of Sweden
4937	BAJ	Baker Aviation
4938	CGN	Changan Airlines
4939	WYM	M&N Aviation
4940	ULT	Ultrair
4941	ALF	Allied Command Europe
4942	LEO	Leopair S.A.
4943	TPL	Tar Interpilot
4944	FOX	Jetair Aps
4945	BDG	Raspet Flight Research Laboratory
4946	TFR	
4947	TXX	Austin Express
4948	PRG	Empresa Aero-Servicios Parrague Ltda.
4949	TWO	Twente
4950	AFA	Alfa Air
4951	MVA	Mississippi Valley
4952	CHD	223 Flight Unit, State Airline
4953	HJA	Air Haiti
4954	XMS	British Airways Santa
4955	SSZ	
4956	SUU	Star West Aviation
4957	GMA	Gama Aviation Ltd
4958	SXS	Sun Express
4959	SKH	Sakha Airlines
4960	AXA	Kiev Aar Airlines
4961	MCH	Mcalpine Helicopters Ltd.
4962	CCL	Continental Aviation
4963	SYS	Shawbury Ftu
4964	CBA	Civil Aviation Inspectorate Of The Czech Republic
4965	AGD	Agderfly
4966	KHY	Khyber Afghan Airlines
4967	VOZ	Virgin Australia
4968	RBO	Rainbow Cargo Express
4969	CYT	Crystal Shamrock
4970	AYC	Aviacion Y Comercio
4971	RBV	Air Roberval
4972	UCA	CommutAir
4973	AEX	Airway Express
4974	LRS	Sansa
4975	BCI	
4976	ELI	Heliarcos
4977	SAF	Republic Of Singapore Air Force
4978	UHS	Ulyanovsk Higher Civil Aviation School
4979	KRL	
4980	DFC	
4981	PJF	
4982	FAV	Finnaviation O/y
4983	TTE	Avcenter
4984	GVX	Geevax Ltd
4985	SMH	Smithair
4986	WNG	Wing
4987	ICC	Instituto Cartografico de Cataluna
4988	PMN	Palau Micronesia Air
4989	NAC	Northern Air Cargo
4990	JND	Air East Africa Ltd
4991	VAG	Vega
4992	LIP	State Lipetsk Air Enterprise
4993	GDD	Golden
4994	BRI	Air Bor
4995	CMF	Air Care Alliance
4996	LIM	Bvba Lucorp
4997	TTI	Aero Attie de C.V.
4998	EDC	Air Charter Scotland
4999	AXM	AirAsia
5000	SAG	Sos Flygambulans AB
5001	GFD	Gesellschaft Fur Flugzieldarstellung Mbh, Hohn
5002	USJ	US Jet
5003	GDM	Eas Aeroservizi
5004	RYR	Ryanair
5005	HUM	Hummingbird Helicopters Maldives
5006	IPR	Icar Airlines
5007	AWO	Awood Air
5008	HIG	Heli-Inter Guyane
5009	AJE	Alfa Jet
5010	TQN	Taquan Air Services
5011	KCE	Irving Oil Transport Ltd.
5012	TZP	Aerotaxis de Atizapan
5013	BLO	Aerotransportes Barlovento de C.V.
5014	LGZ	Intergaz
5015	NASA	National Aeronautics And Space Administration
5016	GNT	Business Air Ltd
5017	AHC	Azalaviacargo
5018	SOK	Sokol - ATSC
5019	KRG	Krimaviamontag
5020	BBA	Bombardier
5021	MMC	Aermarche
5022	ADX	Anderson Aviation
5023	DEJ	Delta Jet S.A.
5024	PNV	Panavia
5025	JSX	JetSuiteX
5026	UPS	United Parcel Service
5027	ROT	TAROM
5028	MJN	Royal Air Force Of Oman
5029	BUC	
5030	QFZ	
5031	DAP	Aerovias Dap
5032	AUG	Cesar Augusto de la Cruz Lepe, C.p.a.
5033	ICN	Inter-canadian
5034	MYI	Mayair de C.V.
5035	VJG	Avioriprese Jet Executive Spa
5036	LPN	Laoag International
5037	JAP	Guard Air A/s
5038	KSJ	
5039	SNQ	Sun Quest Executive Air Charter
5040	SRR	Star Air I/s
5041	RJC	
5042	SSP	Starspeed Ltd
5043	FAX	Midwest Air Freighters
5044	DTX	Deltex
5045	EPL	Aero Transportes Empresariales
5046	TNF	Tatneftaero
5047	WAR	Nz Warbirds Association
5048	NWL	North Wright Air Ltd
5049	AIP	Alpine Aviation
5050	SEM	Cape Central
5051	BKR	Civil Air Patrol, South Carolina Wing
5052	POY	Apoyo Aereo de C.V.
5053	WDK	Oxford Air Services Ltd
5054	IES	Inter-Island Air Services Ltd.
5055	AAN	Oasis International
5056	KWX	Air Key West
5057	UPD	Air Foyle
5058	PBU	Air-Burundi
5059	DSB	Air Senegal
5060	JEF	Jetflite Oy, Finland
5061	JAX	Janair
5062	FSA	Foster
5063	AEE	Aegean Airlines
5064	WBR	Air Choice One
5065	KMI	K-Mile Air
5066	TDE	Flight One
5067	TAB	Taba, Transportes Aereos Da Bacia Amazonica S.A.
5068	CLF	Bristol Flying Centre
5069	BEK	
5070	DMT	Air Dan
5071	FAZ	Flint Aviation Services
5072	BOV	Boliviana de Aviación
5073	PTG	Air Patagonia - Lineas Aereas Del Sur
5074	MHK	Al Naser Wings
5075	NTS	Cirrus Air
5076	EKO	Aeroeko
5077	USF	Usafrica Airways
5078	ACI	Air Caledonie International
5079	SNG	
5080	ARK	Ararat Avia
5081	KLG	Karlog Air
5082	OAE	Omni Air Express
5083	TEA	T Doble A, Empresa de Transportes Aereos Andahuaylas
5084	DRG	Italair
5085	PKR	Pakker Avio Ltd
5086	RSA	Elisra
5087	ANL	Nacoia Lda
5088	TES	Transportes Aereos de El Salvador S.A. de C.V.
5089	HET	Taf Helicopters
5090	LLC	Lankalink Aircargo
5091	GPS	Abs Avia
5092	SUI	Bundesamt Fur Betriebe Der Luftwaffe
5093	CFH	
5094	DSP	
5095	GFC	Gail Force Express
5096	DHK	
5097	MNL	Miniliner Srl
5098	MRI	Servicios Aereos Moritani de C.V.
5099	PJM	Palmsprings Jet
5100	ATP	Aerotransportes Especiales Ltda.
5101	CTH	China General Aviation Corp.
5102	GSP	Airlift Alaska
5103	JTY	Jatayu Gelang Sejahtera
5104	TXM	Taxi Aereo de Mexico
